,key,LocID,airport name,facility type,FAA region,county,city,state,airport type,latitude,longiutde,Boundary Data Available
0,3443.0,STX,HENRY E ROHLSEN,Airport,ASO,-VIRGIN ISLANDS-,CHRISTIANSTED,VI,Public Use,17.701556,-64.801722,Yes
1,5088.0,X64,PATILLAS,Airport,ASO,#NAME?,PATILLAS,PR,Public Use,17.982189,-66.01933,No
2,2886.0,PSE,MERCEDITA,Airport,ASO,#NAME?,PONCE,PR,Public Use,18.008306,-66.563028,Yes
3,2879.0,VQS,ANTONIO RIVERA RODRIGUEZ,Airport,ASO,#NAME?,ISLA DE VIEQUES,PR,Public Use,18.134811,-65.493617,Yes
4,2883.0,X63,HUMACAO,Airport,ASO,#NAME?,HUMACAO,PR,Public Use,18.138017,-65.800718,Yes
5,2884.0,RVR,JOSE APONTE DE LA TORRE,Airport,ASO,#NAME?,CEIBA,PR,Public Use,18.245269,-65.643381,Yes
6,2881.0,MAZ,EUGENIO MARIA DE HOSTOS,Airport,ASO,#NAME?,MAYAGUEZ,PR,Public Use,18.255694,-67.148472,Yes
7,5087.0,X95,DIEGO JIMENEZ TORRES,Airport,ASO,#NAME?,FAJARDO,PR,Public Use,18.30801,-65.661828,No
8,5086.0,CPX,BENJAMIN RIVERA NORIEGA,Airport,ASO,#NAME?,ISLA DE CULEBRA,PR,Public Use,18.313289,-65.304324,No
9,3442.0,STT,CYRIL E KING,Airport,ASO,-VIRGIN ISLANDS-,CHARLOTTE AMALIE,VI,Public Use,18.337306,-64.973361,Yes
10,2885.0,SJU,LUIS MUNOZ MARIN INTL,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes
11,2880.0,ABO,ANTONIO/NERY/JUARBE POL,Airport,ASO,#NAME?,ARECIBO,PR,Public Use,18.451111,-66.675556,Yes
12,2882.0,SIG,FERNANDO LUIS RIBAS DOMINICCI,Airport,ASO,#NAME?,SAN JUAN,PR,Public Use,18.456791,-66.098463,Yes
13,2887.0,BQN,RAFAEL HERNANDEZ,Airport,ASO,#NAME?,AGUADILLA,PR,Public Use,18.494861,-67.129444,Yes
14,974.0,ITO,HILO INTL,Airport,AWP,HAWAII,HILO,HI,Public Use,19.720263,-155.04847,Yes
15,979.0,KOA,KONA INTL AT KEAHOLE,Airport,AWP,HAWAII,KAILUA/KONA,HI,Public Use,19.738766,-156.045631,Yes
16,985.0,MUE,WAIMEA-KOHALA,Airport,AWP,HAWAII,KAMUELA,HI,Public Use,20.001327,-155.668107,Yes
17,984.0,UPP,UPOLU,Airport,AWP,HAWAII,HAWI,HI,Public Use,20.265194,-155.859944,Yes
18,980.0,LNY,LANAI,Airport,AWP,MAUI,LANAI CITY,HI,Public Use,20.785611,-156.951418,Yes
19,973.0,HNM,HANA,Airport,AWP,MAUI,HANA,HI,Public Use,20.795637,-156.014438,Yes
20,976.0,OGG,KAHULUI,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes
21,982.0,MKK,MOLOKAI,Airport,AWP,MAUI,KAUNAKAKAI,HI,Public Use,21.152886,-157.096256,Yes
22,978.0,LUP,KALAUPAPA,Airport,AWP,KALAWAO,KALAUPAPA,HI,Public Use,21.21104,-156.973597,Yes
23,977.0,JRF,KALAELOA (JOHN RODGERS FIELD),Airport,AWP,HONOLULU,KAPOLEI,HI,Public Use,21.307354,-158.070302,Yes
24,975.0,HNL,HONOLULU INTL,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes
25,972.0,HDH,DILLINGHAM AIRFIELD,Airport,AWP,HONOLULU,MOKULEIA,HI,Public Use,21.579474,-158.197281,Yes
26,983.0,PAK,PORT ALLEN,Airport,AWP,KAUAI,HANAPEPE,HI,Public Use,21.896944,-159.603167,Yes
27,981.0,LIH,LIHUE,Airport,AWP,KAUAI,LIHUE,HI,Public Use,21.975983,-159.338958,Yes
28,811.0,EYW,KEY WEST INTL,Airport,ASO,MONROE,KEY WEST,FL,Federalized/Commercial,24.556111,-81.759556,Yes
29,866.0,MTH,THE FLORIDA KEYS MARATHON,Airport,ASO,MONROE,MARATHON,FL,Public Use,24.726194,-81.051361,Yes
30,806.0,X51,HOMESTEAD GENERAL AVIATION,Airport,ASO,DADE,HOMESTEAD,FL,Public Use,25.499231,-80.554245,Yes
31,810.0,TMB,KENDALL-TAMIAMI EXECUTIVE,Airport,ASO,DADE,MIAMI,FL,Public Use,25.647564,-80.433225,Yes
32,4196.0,X44,MIAMI,Airport,ASO,DADE,MIAMI,FL,Public Use,25.778333,-80.170278,No
33,825.0,MIA,MIAMI INTL,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes
34,4190.0,X01,EVERGLADES AIRPARK,Airport,ASO,COLLIER,EVERGLADES,FL,Public Use,25.848861,-81.390278,No
35,791.0,TNT,DADE-COLLIER TRAINING AND TRANSITION,Airport,ASO,DADE,MIAMI,FL,Public Use,25.861806,-80.897,Yes
36,3110.0,BRO,BROWNSVILLE/SOUTH PADRE ISLAND INTL,Airport,ASW,CAMERON,BROWNSVILLE,TX,Public Use,25.906833,-97.425833,Yes
37,835.0,OPF,OPA- LOCKA EXECUTIVE,Airport,ASO,DADE,MIAMI,FL,Public Use,25.907417,-80.278222,Yes
38,819.0,MKY,MARCO ISLAND,Airport,ASO,COLLIER,MARCO ISLAND,FL,Public Use,25.995028,-81.672528,Yes
39,830.0,HWO,NORTH PERRY,Airport,ASO,BROWARD,HOLLYWOOD,FL,Public Use,26.001222,-80.240722,Yes
40,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes
41,4189.0,DT1,DOWNTOWN FORT LAUDERDALE,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Public Use,26.120464,-80.142055,No
42,827.0,APF,NAPLES MUNI,Airport,ASO,COLLIER,NAPLES,FL,Public Use,26.152278,-81.775806,Yes
43,3282.0,PIL,PORT ISABEL-CAMERON COUNTY,Airport,ASW,CAMERON,PORT ISABEL,TX,Public Use,26.166194,-97.345889,Yes
44,3248.0,MFE,MC ALLEN MILLER INTL,Airport,ASW,HIDALGO,MC ALLEN,TX,Federalized/Commercial,26.175833,-98.238611,Yes
45,3256.0,T65,MID VALLEY,Airport,ASW,HIDALGO,WESLACO,TX,Public Use,26.177639,-97.973056,Yes
46,800.0,FXE,FORT LAUDERDALE EXECUTIVE,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Public Use,26.197279,-80.170706,Yes
47,3332.0,HRL,VALLEY INTL,Airport,ASW,CAMERON,HARLINGEN,TX,Public Use,26.227111,-97.655139,Yes
48,851.0,PMP,POMPANO BEACH AIRPARK,Airport,ASO,BROWARD,POMPANO BEACH,FL,Public Use,26.247139,-80.111056,Yes
49,782.0,BCT,BOCA RATON,Airport,ASO,PALM BEACH,BOCA RATON,FL,Public Use,26.3785,-80.107694,Yes
50,5216.0,67R,RIO GRANDE CITY MUNI,Airport,ASW,STARR,RIO GRANDE CITY,TX,Public Use,26.424283,-98.846081,No
51,807.0,IMM,IMMOKALEE RGNL,Airport,ASO,COLLIER,IMMOKALEE,FL,Public Use,26.433821,-81.401377,Yes
52,5228.0,EBG,SOUTH TEXAS INTL AT EDINBURG,Airport,ASW,HIDALGO,EDINBURG,TX,Public Use,26.441667,-98.122222,No
53,857.0,RSW,SOUTHWEST FLORIDA INTL,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes
54,5145.0,T05,CHARLES R JOHNSON,Airport,ASW,WILLACY,PORT MANSFIELD,TX,Public Use,26.562843,-97.437759,No
55,839.0,FMY,PAGE FIELD,Airport,ASO,LEE,FORT MYERS,FL,Public Use,26.586611,-81.86325,Yes
56,842.0,LNA,PALM BEACH COUNTY PARK,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Public Use,26.593056,-80.085065,Yes
57,843.0,PBI,PALM BEACH INTL,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes
58,4183.0,X10,BELLE GLADE STATE MUNI,Airport,ASO,PALM BEACH,BELLE GLADE,FL,Public Use,26.698306,-80.660806,No
59,774.0,2IS,AIRGLADES,Airport,ASO,HENDRY,CLEWISTON,FL,Public Use,26.735167,-81.051056,Yes
60,814.0,X14,LA BELLE MUNI,Airport,ASO,HENDRY,LA BELLE,FL,Public Use,26.740583,-81.428278,Yes
61,841.0,PHK,PALM BEACH CO GLADES,Airport,ASO,PALM BEACH,PAHOKEE,FL,Public Use,26.785028,-80.693361,Yes
62,829.0,F45,NORTH PALM BEACH COUNTY GENERAL AVIATION,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Public Use,26.845917,-80.222333,Yes
63,852.0,PGD,PUNTA GORDA,Airport,ASO,CHARLOTTE,PUNTA GORDA,FL,Federalized/Commercial,26.918938,-81.990926,Yes
64,4201.0,F13,SHELL CREEK AIRPARK,Airport,ASO,CHARLOTTE,PUNTA GORDA,FL,Public Use,26.968611,-81.916306,No
65,5251.0,APY,ZAPATA COUNTY,Airport,ASW,ZAPATA,ZAPATA,TX,Public Use,26.968786,-99.248908,No
66,783.0,X36,BUCHAN,Airport,ASO,SARASOTA,ENGLEWOOD,FL,Public Use,26.990081,-82.374018,Yes
67,4194.0,X58,INDIANTOWN,Airport,ASO,MARTIN,INDIANTOWN,FL,Public Use,27.0375,-80.441,No
68,869.0,VNC,VENICE MUNI,Airport,ASO,SARASOTA,VENICE,FL,Public Use,27.071611,-82.440333,Yes
69,875.0,SUA,WITHAM FIELD,Airport,ASO,MARTIN,STUART,FL,Public Use,27.1817,-80.221294,Yes
70,777.0,X06,ARCADIA MUNI,Airport,ASO,DE SOTO,ARCADIA,FL,Public Use,27.195609,-81.837228,Yes
71,3109.0,BKS,BROOKS COUNTY,Airport,ASW,BROOKS,FALFURRIAS,TX,Public Use,27.206024,-98.121038,Yes
72,834.0,OBE,OKEECHOBEE COUNTY,Airport,ASO,OKEECHOBEE,OKEECHOBEE,FL,Public Use,27.266583,-80.850389,Yes
73,3218.0,HBV,JIM HOGG COUNTY,Airport,ASW,JIM HOGG,HEBBRONVILLE,TX,Public Use,27.349556,-98.736944,Yes
74,854.0,SRQ,SARASOTA/BRADENTON INTL,Airport,ASO,SARASOTA,SARASOTA/BRADENTON,FL,Federalized/Commercial,27.395444,-82.554389,Yes
75,856.0,SEF,SEBRING RGNL,Airport,ASO,HIGHLANDS,SEBRING,FL,Public Use,27.456389,-81.342389,Yes
76,859.0,FPR,ST LUCIE COUNTY INTL,Airport,ASO,ST LUCIE,FORT PIERCE,FL,Public Use,27.497472,-80.372639,Yes
77,872.0,CHN,WAUCHULA MUNI,Airport,ASO,HARDEE,WAUCHULA,FL,Public Use,27.514917,-81.880472,Yes
78,3233.0,LRD,LAREDO INTL,Airport,ASW,WEBB,LAREDO,TX,Federalized/Commercial,27.544194,-99.461583,Yes
79,3226.0,IKG,KLEBERG COUNTY,Airport,ASW,KLEBERG,KINGSVILLE,TX,Public Use,27.550861,-98.030917,Yes
80,779.0,AVO,AVON PARK EXECUTIVE,Airport,ASO,HIGHLANDS,AVON PARK,FL,Public Use,27.5913,-81.528967,Yes
81,3104.0,07R,BISHOP MUNI,Airport,ASW,NUECES,BISHOP,TX,Public Use,27.610167,-97.752528,Yes
82,4197.0,X52,NEW HIBISCUS AIRPARK,Airport,ASO,INDIAN RIVER,VERO BEACH,FL,Public Use,27.632255,-80.527554,No
83,4182.0,48X,AIRPORT MANATEE,Airport,ASO,MANATEE,PALMETTO,FL,Public Use,27.642472,-82.520167,No
84,870.0,VRB,VERO BEACH MUNI,Airport,ASO,INDIAN RIVER,VERO BEACH,FL,Public Use,27.655556,-80.417944,Yes
85,3088.0,ALI,ALICE INTL,Airport,ASW,JIM WELLS,ALICE,TX,Public Use,27.740889,-98.026944,Yes
86,775.0,SPG,ALBERT WHITTED,Airport,ASO,PINELLAS,ST PETERSBURG,FL,Public Use,27.765111,-82.626972,Yes
87,3137.0,CRP,CORPUS CHRISTI INTL,Airport,ASW,NUECES,CORPUS CHRISTI,TX,Federalized/Commercial,27.770361,-97.501222,Yes
88,5204.0,RBO,NUECES COUNTY,Airport,ASW,NUECES,ROBSTOWN,TX,Public Use,27.778139,-97.690111,No
89,4200.0,2RR,RIVER RANCH RESORT,Airport,ASO,POLK,RIVER RANCH,FL,Public Use,27.779333,-81.203917,No
90,5205.0,67T,OLD HOPPE PLACE,Airport,ASW,NUECES,AGUA DULCE,TX,Public Use,27.800244,-97.851021,No
91,5203.0,RAS,MUSTANG BEACH,Airport,ASW,NUECES,PORT ARANSAS,TX,Public Use,27.811833,-97.08875,No
92,855.0,X26,SEBASTIAN MUNI,Airport,ASO,INDIAN RIVER,SEBASTIAN,FL,Public Use,27.813235,-80.495584,Yes
93,5153.0,T19,DUVAL-FREER,Airport,ASW,DUVAL,FREER,TX,Public Use,27.88363,-98.600293,No
94,3210.0,9R5,HUNT,Airport,ASW,SAN PATRICIO,PORTLAND,TX,Public Use,27.887801,-97.354436,Yes
95,816.0,X07,LAKE WALES MUNI,Airport,ASO,POLK,LAKE WALES,FL,Public Use,27.893806,-81.620389,Yes
96,860.0,PIE,ST PETERSBURG-CLEARWATER INTL,Airport,ASO,PINELLAS,ST PETERSBURG-CLEARWATER,FL,Federalized/Commercial,27.91,-82.687417,Yes
97,3317.0,TFP,T P MC CAMPBELL,Airport,ASW,SAN PATRICIO,INGLESIDE,TX,Public Use,27.913028,-97.2115,Yes
98,846.0,TPF,PETER O KNIGHT,Airport,ASO,HILLSBOROUGH,TAMPA,FL,Public Use,27.915444,-82.449389,Yes
99,4202.0,X49,SOUTH LAKELAND,Airport,ASO,POLK,LAKELAND,FL,Public Use,27.933358,-82.043974,No
100,780.0,BOW,BARTOW MUNI,Airport,ASO,POLK,BARTOW,FL,Public Use,27.943361,-81.783417,Yes
101,4187.0,X25,CHALET SUZANNE AIR STRIP,Airport,ASO,POLK,LAKE WALES,FL,Public Use,27.953806,-81.601417,No
102,868.0,X59,VALKARIA,Airport,ASO,BREVARD,VALKARIA,FL,Public Use,27.960861,-80.558333,Yes
103,864.0,TPA,TAMPA INTL,Airport,ASO,HILLSBOROUGH,TAMPA,FL,Federalized/Commercial,27.975472,-82.53325,Yes
104,786.0,CLW,CLEARWATER AIR PARK,Airport,ASO,PINELLAS,CLEARWATER,FL,Public Use,27.976472,-82.758667,Yes
105,817.0,LAL,LAKELAND LINDER RGNL,Airport,ASO,POLK,LAKELAND,FL,Public Use,27.988917,-82.018556,Yes
106,850.0,PCM,PLANT CITY,Airport,ASO,HILLSBOROUGH,PLANT CITY,FL,Public Use,28.000167,-82.163306,Yes
107,863.0,VDF,TAMPA EXECUTIVE,Airport,ASO,HILLSBOROUGH,TAMPA,FL,Public Use,28.013972,-82.345278,Yes
108,3087.0,T69,ALFRED C 'BUBBA' THOMAS,Airport,ASW,SAN PATRICIO,SINTON,TX,Public Use,28.038567,-97.542501,Yes
109,4195.0,F57,JACK BROWNS,Airport,ASO,POLK,WINTER HAVEN,FL,Public Use,28.0575,-81.762806,No
110,874.0,GIF,WINTER HAVEN'S GILBERT,Airport,ASO,POLK,WINTER HAVEN,FL,Public Use,28.062917,-81.753306,Yes
111,3092.0,RKP,ARANSAS CO,Airport,ASW,ARANSAS,ROCKPORT,TX,Public Use,28.086222,-97.043694,Yes
112,823.0,MLB,MELBOURNE INTL,Airport,ASO,BREVARD,MELBOURNE,FL,Public Use,28.102753,-80.645257,Yes
113,4668.0,MDY,HENDERSON FIELD,Airport,AWP,MIDWAY ISLANDS,SAND ISLAND,MQ,Public Use,28.201483,-177.381308,No
114,865.0,X39,TAMPA NORTH AERO PARK,Airport,ASO,PASCO,TAMPA,FL,Public Use,28.221278,-82.374556,Yes
115,876.0,ZPH,ZEPHYRHILLS MUNI,Airport,ASO,PASCO,ZEPHYRHILLS,FL,Public Use,28.228136,-82.155925,Yes
116,813.0,ISM,KISSIMMEE GATEWAY,Airport,ASO,OSCEOLA,ORLANDO,FL,Public Use,28.289806,-81.437083,Yes
117,3293.0,RFG,ROOKE FIELD,Airport,ASW,REFUGIO,REFUGIO,TX,Public Use,28.293617,-97.323048,Yes
118,849.0,X05,PILOT COUNTRY,Airport,ASO,PASCO,BROOKSVILLE,FL,Public Use,28.330283,-82.496485,Yes
119,824.0,COI,MERRITT ISLAND,Airport,ASO,BREVARD,MERRITT ISLAND,FL,Public Use,28.341611,-80.685472,Yes
120,5194.0,8T6,LIVE OAK COUNTY,Airport,ASW,LIVE OAK,GEORGE WEST,TX,Public Use,28.362806,-98.116472,No
121,3102.0,BEA,BEEVILLE MUNI,Airport,ASW,BEE,BEEVILLE,TX,Public Use,28.364222,-97.791944,Yes
122,836.0,MCO,ORLANDO INTL,Airport,ASO,ORANGE,ORLANDO,FL,Federalized/Commercial,28.429394,-81.308993,Yes
123,3138.0,COT,COTULLA-LA SALLE COUNTY,Airport,ASW,LA SALLE,COTULLA,TX,Public Use,28.455722,-99.217222,Yes
124,805.0,BKV,HERNANDO COUNTY,Airport,ASO,HERNANDO,BROOKSVILLE,FL,Public Use,28.473611,-82.455417,Yes
125,858.0,TIX,SPACE COAST RGNL,Airport,ASO,BREVARD,TITUSVILLE,FL,Public Use,28.5148,-80.799228,Yes
126,3159.0,CZT,DIMMIT COUNTY,Airport,ASW,DIMMIT,CARRIZO SPRINGS,TX,Public Use,28.52225,-99.823639,Yes
127,796.0,ORL,EXECUTIVE,Airport,ASO,ORANGE,ORLANDO,FL,Public Use,28.545472,-81.332917,Yes
128,5169.0,7T3,GOLIAD COUNTY INDUSTRIAL AIRPARK,Airport,ASW,GOLIAD,BERCLAIR,TX,Public Use,28.611639,-97.612556,No
129,778.0,X21,ARTHUR DUNN AIR PARK,Airport,ASO,BREVARD,TITUSVILLE,FL,Public Use,28.622552,-80.83541,Yes
130,3116.0,PKV,CALHOUN COUNTY,Airport,ASW,CALHOUN,PORT LAVACA,TX,Public Use,28.653306,-96.682722,Yes
131,5152.0,24R,DILLEY AIRPARK,Airport,ASW,FRIO,DILLEY,TX,Public Use,28.6855,-99.189083,No
132,3142.0,20R,CRYSTAL CITY MUNI,Airport,ASW,ZAVALA,CRYSTAL CITY,TX,Public Use,28.697556,-99.817667,Yes
133,4199.0,X04,ORLANDO APOPKA,Airport,ASO,ORANGE,APOPKA,FL,Public Use,28.707474,-81.581965,No
134,3272.0,PSX,PALACIOS MUNI,Airport,ASW,MATAGORDA,PALACIOS,TX,Public Use,28.7275,-96.250944,Yes
135,4185.0,X61,BOB WHITE FIELD,Airport,ASO,ORANGE,ZELLWOOD,FL,Public Use,28.735272,-81.629117,No
136,837.0,SFB,ORLANDO SANFORD INTL,Airport,ASO,SEMINOLE,ORLANDO,FL,Federalized/Commercial,28.776694,-81.235528,Yes
137,4205.0,FA1,TAVARES,Airport,ASO,LAKE,TAVARES,FL,Public Use,28.800556,-81.727778,No
138,808.0,INF,INVERNESS,Airport,ASO,CITRUS,INVERNESS,FL,Public Use,28.803613,-82.318247,Yes
139,3250.0,T30,MC KINLEY FIELD,Airport,ASW,FRIO,PEARSALL,TX,Public Use,28.82225,-99.109028,Yes
140,818.0,LEE,LEESBURG INTL,Airport,ASO,LAKE,LEESBURG,FL,Public Use,28.822889,-81.808417,Yes
141,3220.0,2R9,KARNES COUNTY,Airport,ASW,KARNES,KENEDY,TX,Public Use,28.824986,-97.865568,Yes
142,826.0,X55,MID FLORIDA AIR SERVICE,Airport,ASO,LAKE,EUSTIS,FL,Public Use,28.843333,-81.630083,Yes
143,3333.0,VCT,VICTORIA RGNL,Airport,ASW,VICTORIA,VICTORIA,TX,Public Use,28.852546,-96.918489,Yes
144,3247.0,5T9,MAVERICK COUNTY MEMORIAL INTL,Airport,ASW,MAVERICK,EAGLE PASS,TX,Public Use,28.857093,-100.513468,Yes
145,790.0,CGC,CRYSTAL RIVER,Airport,ASO,CITRUS,CRYSTAL RIVER,FL,Public Use,28.867611,-82.574111,Yes
146,867.0,X23,UMATILLA MUNI,Airport,ASO,LAKE,UMATILLA,FL,Public Use,28.924221,-81.651813,Yes
147,5156.0,T84,FEHMEL DUSTING SERVICE,Airport,ASW,MATAGORDA,BAY CITY,TX,Public Use,28.95248,-95.973569,No
148,5210.0,PEZ,PLEASANTON MUNI,Airport,ASW,ATASCOSA,PLEASANTON,TX,Public Use,28.954194,-98.519972,No
149,3099.0,BYY,BAY CITY MUNI,Airport,ASW,MATAGORDA,BAY CITY,TX,Public Use,28.97325,-95.863444,Yes
150,822.0,X50,MASSEY RANCH AIRPARK,Airport,ASO,VOLUSIA,NEW SMYRNA BEACH,FL,Public Use,28.978876,-80.925054,Yes
151,3216.0,26R,JACKSON COUNTY,Airport,ASW,JACKSON,EDNA,TX,Public Use,29.000999,-96.581962,Yes
152,828.0,EVB,NEW SMYRNA BEACH MUNI,Airport,ASO,VOLUSIA,NEW SMYRNA BEACH,FL,Public Use,29.055694,-80.948917,Yes
153,821.0,X35,MARION COUNTY,Airport,ASO,MARION,DUNNELLON,FL,Public Use,29.061778,-82.376583,Yes
154,794.0,DED,DELAND MUNI-SIDNEY H TAYLOR FIELD,Airport,ASO,VOLUSIA,DELAND,FL,Public Use,29.067028,-81.28375,Yes
155,3143.0,T71,CUERO MUNI,Airport,ASW,DE WITT,CUERO,TX,Public Use,29.083588,-97.266934,Yes
156,4184.0,1J6,BOB LEE FLIGHT STRIP,Airport,ASO,VOLUSIA,DELAND,FL,Public Use,29.104111,-81.314194,No
157,5162.0,T26,FLYING V RANCH,Airport,ASW,WHARTON,LOUISE,TX,Public Use,29.108278,-96.398778,No
158,3324.0,LBX,TEXAS GULF COAST RGNL,Airport,ASW,BRAZORIA,ANGLETON/LAKE JACKSON,TX,Public Use,29.108639,-95.462083,Yes
159,4192.0,CDK,GEORGE T LEWIS,Airport,ASO,LEVY,CEDAR KEY,FL,Public Use,29.134222,-83.050472,No
160,3158.0,23R,DEVINE MUNI,Airport,ASW,MEDINA,DEVINE,TX,Public Use,29.138389,-98.941889,Yes
161,5131.0,7R9,BAILES,Airport,ASW,BRAZORIA,ANGLETON,TX,Public Use,29.165056,-95.401083,No
162,833.0,OCF,OCALA INTL-JIM TAYLOR FIELD,Airport,ASO,MARION,OCALA,FL,Public Use,29.171877,-82.224115,Yes
163,792.0,DAB,DAYTONA BEACH INTL,Airport,ASO,VOLUSIA,DAYTONA BEACH,FL,Federalized/Commercial,29.179917,-81.058056,Yes
164,3183.0,UVA,GARNER FIELD,Airport,ASW,UVALDE,UVALDE,TX,Public Use,29.211333,-99.743583,Yes
165,5142.0,53T,CANNON FIELD,Airport,ASW,BEXAR,SOMERSET,TX,Public Use,29.216073,-98.549462,No
166,848.0,2J8,PIERSON MUNI,Airport,ASO,VOLUSIA,PIERSON,FL,Public Use,29.250028,-81.459333,Yes
167,3338.0,ARM,WHARTON RGNL,Airport,ASW,WHARTON,WHARTON,TX,Public Use,29.254278,-96.154389,Yes
168,5187.0,94R,LACKEY AVIATION,Airport,ASW,WHARTON,WHARTON,TX,Public Use,29.264396,-96.007246,No
169,5159.0,81D,FLYIN TIGER,Airport,ASW,BRAZORIA,ANGLETON,TX,Public Use,29.264967,-95.41257,No
170,3300.0,GLS,SCHOLES INTL AT GALVESTON,Airport,ASW,GALVESTON,GALVESTON,TX,Public Use,29.265333,-94.860417,Yes
171,5175.0,74R,HORIZON,Airport,ASW,BEXAR,SAN ANTONIO,TX,Public Use,29.284583,-98.498306,No
172,838.0,OMN,ORMOND BEACH MUNI,Airport,ASO,VOLUSIA,ORMOND BEACH,FL,Public Use,29.301139,-81.113806,Yes
173,3347.0,T85,YOAKUM MUNI,Airport,ASW,LAVACA,YOAKUM,TX,Public Use,29.313167,-97.138417,Yes
174,3313.0,SSF,STINSON MUNI,Airport,ASW,BEXAR,SAN ANTONIO,TX,Public Use,29.336982,-98.471045,Yes
175,3118.0,CVB,CASTROVILLE MUNI,Airport,ASW,MEDINA,CASTROVILLE,TX,Public Use,29.341889,-98.851,Yes
176,873.0,X60,WILLISTON MUNI,Airport,ASO,LEVY,WILLISTON,FL,Public Use,29.355717,-82.4717,Yes
177,3310.0,HDO,SOUTH TEXAS RGNL AT HONDO,Airport,ASW,MEDINA,HONDO,TX,Public Use,29.359131,-99.177492,Yes
178,3154.0,DRT,DEL RIO INTL,Airport,ASW,VAL VERDE,DEL RIO,TX,Public Use,29.374207,-100.927157,Yes
179,5172.0,34R,HALLETTSVILLE MUNI,Airport,ASW,LAVACA,HALLETTSVILLE,TX,Public Use,29.389958,-96.95606,No
180,5129.0,6R5,ALVIN AIRPARK,Airport,ASW,BRAZORIA,ALVIN,TX,Public Use,29.41475,-95.288917,No
181,4418.0,GAO,SOUTH LAFOURCHE LEONARD MILLER JR,Airport,ASW,LAFOURCHE,GALLIANO,LA,Public Use,29.441106,-90.261121,No
183,799.0,XFL,FLAGLER COUNTY,Airport,ASO,FLAGLER,PALM COAST,FL,Public Use,29.467389,-81.206333,Yes
184,5249.0,3T2,WOLFE AIR PARK,Airport,ASW,BRAZORIA,MANVEL,TX,Public Use,29.479083,-95.326556,No
185,5235.0,T34,TALON AIR,Airport,ASW,GALVESTON,DICKINSON,TX,Public Use,29.483417,-95.008172,No
186,5132.0,T95,BAY ELECTRIC SUPPLY,Airport,ASW,GALVESTON,LEAGUE CITY,TX,Public Use,29.488288,-95.10743,No
187,5180.0,2H5,HOUSTON FORT BEND,Airport,ASW,FORT BEND,HOUSTON,TX,Public Use,29.499167,-95.898389,No
188,5245.0,5T0,WARD AIRPARK,Airport,ASW,FORT BEND,BEASLEY,TX,Public Use,29.502722,-95.935972,No
189,3209.0,AXH,HOUSTON-SOUTHWEST,Airport,ASW,FORT BEND,HOUSTON,TX,Public Use,29.506139,-95.476917,Yes
190,5223.0,8T8,SAN GERONIMO AIRPARK,Airport,ASW,BEXAR,SAN ANTONIO,TX,Public Use,29.510508,-98.798359,No
191,3277.0,LVJ,PEARLAND RGNL,Airport,ASW,BRAZORIA,HOUSTON,TX,Public Use,29.521278,-95.242139,Yes
192,5190.0,T54,LANE AIRPARK,Airport,ASW,FORT BEND,ROSENBERG,TX,Public Use,29.524406,-95.775228,No
193,3292.0,T20,ROGER M. DREYER MEMORIAL,Airport,ASW,GONZALES,GONZALES,TX,Public Use,29.529124,-97.464303,Yes
194,3297.0,SAT,SAN ANTONIO INTL,Airport,ASW,BEXAR,SAN ANTONIO,TX,Federalized/Commercial,29.533694,-98.469778,Yes
195,5158.0,39R,FLYIN' B,Airport,ASW,BRAZORIA,HOUSTON,TX,Public Use,29.537611,-95.423639,No
196,5226.0,T79,SKYWAY MANOR,Airport,ASW,BRAZORIA,PEARLAND,TX,Public Use,29.555789,-95.327993,No
197,1488.0,HUM,HOUMA-TERREBONNE,Airport,ASW,TERREBONNE,HOUMA,LA,Public Use,29.566502,-90.660427,Yes
198,5240.0,T94,TWIN-OAKS,Airport,ASW,BEXAR,SAN ANTONIO,TX,Public Use,29.570187,-98.468389,No
199,3163.0,ELA,EAGLE LAKE,Airport,ASW,COLORADO,EAGLE LAKE,TX,Public Use,29.600667,-96.322056,Yes
200,5181.0,E70,HUBER AIRPARK CIVIC CLUB LLC,Airport,ASW,GUADALUPE,SEGUIN,TX,Public Use,29.602406,-97.990563,No
201,3169.0,EFD,ELLINGTON FIELD,Airport,ASW,HARRIS,HOUSTON,TX,Public Use,29.607333,-95.15875,Yes
202,4191.0,0J8,FLYING TEN,Airport,ASO,ALACHUA,ARCHER,FL,Public Use,29.618917,-82.508778,No
